date,store,product,category,sales_units,xgb_predicted,rf_predicted,xgb_error,rf_error
2023-11-27,Store_Delhi,Butter 100g,Dairy,51,43,45,8,6
2023-11-28,Store_Delhi,Butter 100g,Dairy,10,44,45,34,35
2023-11-29,Store_Delhi,Butter 100g,Dairy,80,42,46,38,34
2023-11-30,Store_Delhi,Butter 100g,Dairy,19,43,46,24,27
2023-12-01,Store_Delhi,Butter 100g,Dairy,31,49,47,18,16
2023-12-02,Store_Delhi,Butter 100g,Dairy,90,68,63,22,27
2023-12-03,Store_Delhi,Butter 100g,Dairy,120,62,61,58,59
2023-12-04,Store_Delhi,Butter 100g,Dairy,43,43,46,0,3
2023-12-05,Store_Delhi,Butter 100g,Dairy,86,44,46,42,40
2023-12-06,Store_Delhi,Butter 100g,Dairy,71,45,47,26,24
2023-12-07,Store_Delhi,Butter 100g,Dairy,15,46,47,31,32
2023-12-08,Store_Delhi,Butter 100g,Dairy,41,44,48,3,7
2023-12-09,Store_Delhi,Butter 100g,Dairy,119,57,62,62,57
2023-12-10,Store_Delhi,Butter 100g,Dairy,23,61,72,38,49
2023-12-11,Store_Delhi,Butter 100g,Dairy,51,46,49,5,2
2023-12-12,Store_Delhi,Butter 100g,Dairy,21,48,49,27,28
2023-12-13,Store_Delhi,Butter 100g,Dairy,68,45,47,23,21
2023-12-14,Store_Delhi,Butter 100g,Dairy,76,49,47,27,29
2023-12-15,Store_Delhi,Butter 100g,Dairy,72,49,49,23,23
2023-12-16,Store_Delhi,Butter 100g,Dairy,59,64,68,5,9
2023-12-17,Store_Delhi,Butter 100g,Dairy,75,57,62,18,13
2023-12-18,Store_Delhi,Butter 100g,Dairy,68,43,46,25,22
2023-12-19,Store_Delhi,Butter 100g,Dairy,79,42,46,37,33
2023-12-20,Store_Delhi,Butter 100g,Dairy,9,48,46,39,37
2023-12-21,Store_Delhi,Butter 100g,Dairy,30,44,46,14,16
2023-12-22,Store_Delhi,Butter 100g,Dairy,29,44,46,15,17
2023-12-23,Store_Delhi,Butter 100g,Dairy,88,58,62,30,26
2023-12-24,Store_Delhi,Butter 100g,Dairy,99,65,65,34,34
2023-12-25,Store_Delhi,Butter 100g,Dairy,62,45,48,17,14
2023-12-26,Store_Delhi,Butter 100g,Dairy,89,45,47,44,42
2023-12-27,Store_Delhi,Butter 100g,Dairy,44,49,49,5,5
2023-12-28,Store_Delhi,Butter 100g,Dairy,72,47,47,25,25
2023-12-29,Store_Delhi,Butter 100g,Dairy,105,46,48,59,57
2023-12-30,Store_Delhi,Butter 100g,Dairy,73,64,71,9,2
2023-12-31,Store_Delhi,Butter 100g,Dairy,55,67,70,12,15
2024-01-01,Store_Delhi,Butter 100g,Dairy,56,51,54,5,2
2023-10-02,Store_Delhi,Chips 100g,Snacks,124,61,60,63,64
2023-10-03,Store_Delhi,Chips 100g,Snacks,97,61,58,36,39
2023-10-04,Store_Delhi,Chips 100g,Snacks,14,64,57,50,43
2023-10-05,Store_Delhi,Chips 100g,Snacks,35,69,61,34,26
2023-10-06,Store_Delhi,Chips 100g,Snacks,78,63,62,15,16
2023-10-07,Store_Delhi,Chips 100g,Snacks,141,91,79,50,62
2023-10-08,Store_Delhi,Chips 100g,Snacks,42,79,74,37,32
2023-10-09,Store_Delhi,Chips 100g,Snacks,25,64,67,39,42
2023-10-10,Store_Delhi,Chips 100g,Snacks,22,71,65,49,43
2023-10-11,Store_Delhi,Chips 100g,Snacks,90,61,58,29,32
2023-10-12,Store_Delhi,Chips 100g,Snacks,121,70,64,51,57
2023-10-13,Store_Delhi,Chips 100g,Snacks,89,69,71,20,18
2023-10-14,Store_Delhi,Chips 100g,Snacks,57,78,82,21,25
2023-10-15,Store_Delhi,Chips 100g,Snacks,101,90,86,11,15
2023-10-16,Store_Delhi,Chips 100g,Snacks,27,74,71,47,44
2023-10-17,Store_Delhi,Chips 100g,Snacks,72,69,65,3,7
2023-10-18,Store_Delhi,Chips 100g,Snacks,105,67,69,38,36
2023-10-19,Store_Delhi,Chips 100g,Snacks,38,65,66,27,28
2023-10-20,Store_Delhi,Chips 100g,Snacks,98,66,65,32,33
2023-10-21,Store_Delhi,Chips 100g,Snacks,90,85,84,5,6
2023-10-22,Store_Delhi,Chips 100g,Snacks,141,87,83,54,58
2023-10-23,Store_Delhi,Chips 100g,Snacks,117,69,74,48,43
2023-10-24,Store_Delhi,Chips 100g,Snacks,38,71,75,33,37
2023-10-25,Store_Delhi,Chips 100g,Snacks,86,66,73,20,13
2023-10-26,Store_Delhi,Chips 100g,Snacks,67,71,73,4,6
2023-10-27,Store_Delhi,Chips 100g,Snacks,81,67,73,14,8
2023-10-28,Store_Delhi,Chips 100g,Snacks,95,88,91,7,4
2023-10-29,Store_Delhi,Chips 100g,Snacks,114,84,86,30,28
2023-10-30,Store_Delhi,Chips 100g,Snacks,32,75,75,43,43
2023-10-31,Store_Delhi,Chips 100g,Snacks,34,64,74,30,40
2023-11-01,Store_Delhi,Chips 100g,Snacks,120,87,76,33,44
2023-11-02,Store_Delhi,Chips 100g,Snacks,141,83,78,58,63
2023-11-03,Store_Delhi,Chips 100g,Snacks,51,82,75,31,24
2023-11-04,Store_Delhi,Chips 100g,Snacks,141,96,92,45,49
2023-11-05,Store_Delhi,Chips 100g,Snacks,61,91,98,30,37
2023-11-06,Store_Delhi,Chips 100g,Snacks,136,82,78,54,58
2023-11-07,Store_Delhi,Chips 100g,Snacks,44,78,77,34,33
2023-11-08,Store_Delhi,Chips 100g,Snacks,89,76,76,13,13
2023-11-09,Store_Delhi,Chips 100g,Snacks,12,80,76,68,64
2023-11-10,Store_Delhi,Chips 100g,Snacks,92,82,78,10,14
2023-11-11,Store_Delhi,Chips 100g,Snacks,61,96,92,35,31
2023-11-12,Store_Delhi,Chips 100g,Snacks,52,98,93,46,41
2023-11-13,Store_Delhi,Chips 100g,Snacks,77,85,76,8,1
2023-11-14,Store_Delhi,Chips 100g,Snacks,18,74,68,56,50
2023-11-15,Store_Delhi,Chips 100g,Snacks,96,71,67,25,29
2023-11-16,Store_Delhi,Chips 100g,Snacks,79,83,69,4,10
2023-11-17,Store_Delhi,Chips 100g,Snacks,123,81,77,42,46
2023-11-18,Store_Delhi,Chips 100g,Snacks,118,98,94,20,24
2023-11-19,Store_Delhi,Chips 100g,Snacks,57,97,92,40,35
2023-11-20,Store_Delhi,Chips 100g,Snacks,58,83,77,25,19
2023-11-21,Store_Delhi,Chips 100g,Snacks,89,78,75,11,14
2023-11-22,Store_Delhi,Chips 100g,Snacks,141,75,75,66,66
2023-11-23,Store_Delhi,Chips 100g,Snacks,28,81,75,53,47
2023-11-24,Store_Delhi,Chips 100g,Snacks,65,80,77,15,12
2023-11-25,Store_Delhi,Chips 100g,Snacks,126,95,93,31,33
2023-11-26,Store_Delhi,Chips 100g,Snacks,141,103,96,38,45
2023-11-27,Store_Delhi,Chips 100g,Snacks,106,76,75,30,31
2023-11-28,Store_Delhi,Chips 100g,Snacks,29,73,74,44,45
2023-11-29,Store_Delhi,Chips 100g,Snacks,89,69,74,20,15
2023-11-30,Store_Delhi,Chips 100g,Snacks,84,67,74,17,10
2023-12-01,Store_Delhi,Chips 100g,Snacks,133,74,74,59,59
2023-12-02,Store_Delhi,Chips 100g,Snacks,94,82,86,12,8
2023-12-03,Store_Delhi,Chips 100g,Snacks,79,78,75,1,4
2023-12-04,Store_Delhi,Chips 100g,Snacks,112,68,72,44,40
2023-12-05,Store_Delhi,Chips 100g,Snacks,28,69,74,41,46
2023-12-06,Store_Delhi,Chips 100g,Snacks,40,70,73,30,33
2023-12-07,Store_Delhi,Chips 100g,Snacks,102,70,75,32,27
2023-12-08,Store_Delhi,Chips 100g,Snacks,105,80,76,25,29
2023-12-09,Store_Delhi,Chips 100g,Snacks,119,87,88,32,31
2023-12-10,Store_Delhi,Chips 100g,Snacks,134,93,93,41,41
2023-12-11,Store_Delhi,Chips 100g,Snacks,87,69,75,18,12
2023-12-12,Store_Delhi,Chips 100g,Snacks,51,65,75,14,24
2023-12-13,Store_Delhi,Chips 100g,Snacks,124,74,74,50,50
2023-12-14,Store_Delhi,Chips 100g,Snacks,111,73,74,38,37
2023-12-15,Store_Delhi,Chips 100g,Snacks,27,64,74,37,47
2023-12-16,Store_Delhi,Chips 100g,Snacks,100,94,87,6,13
2023-12-17,Store_Delhi,Chips 100g,Snacks,21,77,85,56,64
2023-12-18,Store_Delhi,Chips 100g,Snacks,11,72,75,61,64
2023-12-19,Store_Delhi,Chips 100g,Snacks,89,67,64,22,25
2023-12-20,Store_Delhi,Chips 100g,Snacks,96,80,76,16,20
2023-12-21,Store_Delhi,Chips 100g,Snacks,88,64,70,24,18
2023-12-22,Store_Delhi,Chips 100g,Snacks,36,74,75,38,39
2023-12-23,Store_Delhi,Chips 100g,Snacks,114,84,87,30,27
2023-12-24,Store_Delhi,Chips 100g,Snacks,66,78,89,12,23
2023-12-25,Store_Delhi,Chips 100g,Snacks,63,70,73,7,10
2023-12-26,Store_Delhi,Chips 100g,Snacks,110,63,73,47,37
2023-12-27,Store_Delhi,Chips 100g,Snacks,79,69,73,10,6
2023-12-28,Store_Delhi,Chips 100g,Snacks,75,70,70,5,5
2023-12-29,Store_Delhi,Chips 100g,Snacks,94,71,70,23,24
2023-12-30,Store_Delhi,Chips 100g,Snacks,96,86,90,10,6
2023-12-31,Store_Delhi,Chips 100g,Snacks,75,86,92,11,17
2024-01-01,Store_Delhi,Chips 100g,Snacks,18,57,57,39,39
2023-10-02,Store_Delhi,Coca Cola 2L,Beverages,64,46,48,18,16
2023-10-03,Store_Delhi,Coca Cola 2L,Beverages,47,49,48,2,1
2023-10-04,Store_Delhi,Coca Cola 2L,Beverages,66,49,48,17,18
2023-10-05,Store_Delhi,Coca Cola 2L,Beverages,65,47,48,18,17
2023-10-06,Store_Delhi,Coca Cola 2L,Beverages,49,44,48,5,1
2023-10-07,Store_Delhi,Coca Cola 2L,Beverages,90,63,61,27,29
2023-10-08,Store_Delhi,Coca Cola 2L,Beverages,37,56,60,19,23
2023-10-09,Store_Delhi,Coca Cola 2L,Beverages,19,47,47,28,28
2023-10-10,Store_Delhi,Coca Cola 2L,Beverages,7,48,47,41,40
2023-10-11,Store_Delhi,Coca Cola 2L,Beverages,19,47,48,28,29
2023-10-12,Store_Delhi,Coca Cola 2L,Beverages,36,48,48,12,12
2023-10-13,Store_Delhi,Coca Cola 2L,Beverages,93,48,48,45,45
2023-10-14,Store_Delhi,Coca Cola 2L,Beverages,9,62,61,53,52
2023-10-15,Store_Delhi,Coca Cola 2L,Beverages,52,61,62,9,10
2023-10-16,Store_Delhi,Coca Cola 2L,Beverages,11,49,49,38,38
2023-10-17,Store_Delhi,Coca Cola 2L,Beverages,50,49,49,1,1
2023-10-18,Store_Delhi,Coca Cola 2L,Beverages,20,48,48,28,28
2023-10-19,Store_Delhi,Coca Cola 2L,Beverages,33,48,49,15,16
2023-10-20,Store_Delhi,Coca Cola 2L,Beverages,60,45,50,15,10
2023-10-21,Store_Delhi,Coca Cola 2L,Beverages,65,60,61,5,4
2023-10-22,Store_Delhi,Coca Cola 2L,Beverages,58,62,61,4,3
2023-10-23,Store_Delhi,Coca Cola 2L,Beverages,63,48,50,15,13
2023-10-24,Store_Delhi,Coca Cola 2L,Beverages,39,48,48,9,9
2023-10-25,Store_Delhi,Coca Cola 2L,Beverages,28,47,49,19,21
2023-10-26,Store_Delhi,Coca Cola 2L,Beverages,16,47,49,31,33
2023-10-27,Store_Delhi,Coca Cola 2L,Beverages,44,48,49,4,5
2023-10-28,Store_Delhi,Coca Cola 2L,Beverages,101,56,60,45,41
2023-10-29,Store_Delhi,Coca Cola 2L,Beverages,125,59,61,66,64
2023-10-30,Store_Delhi,Coca Cola 2L,Beverages,27,49,49,22,22
2023-10-31,Store_Delhi,Coca Cola 2L,Beverages,22,49,49,27,27
2023-11-01,Store_Delhi,Coca Cola 2L,Beverages,20,52,50,32,30
2023-11-02,Store_Delhi,Coca Cola 2L,Beverages,17,51,50,34,33
2023-11-03,Store_Delhi,Coca Cola 2L,Beverages,65,51,50,14,15
2023-11-04,Store_Delhi,Coca Cola 2L,Beverages,98,64,66,34,32
2023-11-05,Store_Delhi,Coca Cola 2L,Beverages,117,70,68,47,49
2023-11-06,Store_Delhi,Coca Cola 2L,Beverages,12,56,52,44,40
2023-11-07,Store_Delhi,Coca Cola 2L,Beverages,47,54,49,7,2
2023-11-08,Store_Delhi,Coca Cola 2L,Beverages,42,51,48,9,6
2023-11-09,Store_Delhi,Coca Cola 2L,Beverages,61,49,51,12,10
2023-11-10,Store_Delhi,Coca Cola 2L,Beverages,35,57,55,22,20
2023-11-11,Store_Delhi,Coca Cola 2L,Beverages,43,68,68,25,25
2023-11-12,Store_Delhi,Coca Cola 2L,Beverages,49,62,65,13,16
2023-11-13,Store_Delhi,Coca Cola 2L,Beverages,20,52,50,32,30
2023-11-14,Store_Delhi,Coca Cola 2L,Beverages,65,53,50,12,15
2023-11-15,Store_Delhi,Coca Cola 2L,Beverages,24,51,50,27,26
2023-11-16,Store_Delhi,Coca Cola 2L,Beverages,100,51,50,49,50
2023-11-17,Store_Delhi,Coca Cola 2L,Beverages,31,52,50,21,19
2023-11-18,Store_Delhi,Coca Cola 2L,Beverages,128,66,63,62,65
2023-11-19,Store_Delhi,Coca Cola 2L,Beverages,141,75,70,66,71
2023-11-20,Store_Delhi,Coca Cola 2L,Beverages,76,57,58,19,18
2023-11-21,Store_Delhi,Coca Cola 2L,Beverages,74,62,61,12,13
2023-11-22,Store_Delhi,Coca Cola 2L,Beverages,24,63,60,39,36
2023-11-23,Store_Delhi,Coca Cola 2L,Beverages,38,63,60,25,22
2023-11-24,Store_Delhi,Coca Cola 2L,Beverages,22,63,59,41,37
2023-11-25,Store_Delhi,Coca Cola 2L,Beverages,48,70,68,22,20
2023-11-26,Store_Delhi,Coca Cola 2L,Beverages,8,77,71,69,63
2023-11-27,Store_Delhi,Coca Cola 2L,Beverages,31,62,59,31,28
2023-11-28,Store_Delhi,Coca Cola 2L,Beverages,81,58,57,23,24
2023-11-29,Store_Delhi,Coca Cola 2L,Beverages,92,63,56,29,36
2023-11-30,Store_Delhi,Coca Cola 2L,Beverages,67,60,56,7,11
2023-12-01,Store_Delhi,Coca Cola 2L,Beverages,43,54,56,11,13
2023-12-02,Store_Delhi,Coca Cola 2L,Beverages,52,59,62,7,10
2023-12-03,Store_Delhi,Coca Cola 2L,Beverages,20,79,68,59,48
2023-12-04,Store_Delhi,Coca Cola 2L,Beverages,67,51,51,16,16
2023-12-05,Store_Delhi,Coca Cola 2L,Beverages,47,52,52,5,5
2023-12-06,Store_Delhi,Coca Cola 2L,Beverages,7,54,51,47,44
2023-12-07,Store_Delhi,Coca Cola 2L,Beverages,66,53,51,13,15
2023-12-08,Store_Delhi,Coca Cola 2L,Beverages,24,53,51,29,27
2023-12-09,Store_Delhi,Coca Cola 2L,Beverages,75,68,63,7,12
2023-12-10,Store_Delhi,Coca Cola 2L,Beverages,47,70,68,23,21
2023-12-11,Store_Delhi,Coca Cola 2L,Beverages,91,50,50,41,41
2023-12-12,Store_Delhi,Coca Cola 2L,Beverages,75,51,51,24,24
2023-12-13,Store_Delhi,Coca Cola 2L,Beverages,97,53,52,44,45
2023-12-14,Store_Delhi,Coca Cola 2L,Beverages,65,50,52,15,13
2023-12-15,Store_Delhi,Coca Cola 2L,Beverages,45,50,52,5,7
2023-12-16,Store_Delhi,Coca Cola 2L,Beverages,21,63,63,42,42
2023-12-17,Store_Delhi,Coca Cola 2L,Beverages,96,65,63,31,33
2023-12-18,Store_Delhi,Coca Cola 2L,Beverages,16,48,54,32,38
2023-12-19,Store_Delhi,Coca Cola 2L,Beverages,37,47,51,10,14
2023-12-20,Store_Delhi,Coca Cola 2L,Beverages,37,48,51,11,14
2023-12-21,Store_Delhi,Coca Cola 2L,Beverages,61,51,51,10,10
2023-12-22,Store_Delhi,Coca Cola 2L,Beverages,84,53,51,31,33
2023-12-23,Store_Delhi,Coca Cola 2L,Beverages,58,63,63,5,5
2023-12-24,Store_Delhi,Coca Cola 2L,Beverages,36,60,64,24,28
2023-12-25,Store_Delhi,Coca Cola 2L,Beverages,10,51,52,41,42
2023-12-26,Store_Delhi,Coca Cola 2L,Beverages,62,51,51,11,11
2023-12-27,Store_Delhi,Coca Cola 2L,Beverages,22,57,52,35,30
2023-12-28,Store_Delhi,Coca Cola 2L,Beverages,80,53,52,27,28
2023-12-29,Store_Delhi,Coca Cola 2L,Beverages,36,51,52,15,16
2023-12-30,Store_Delhi,Coca Cola 2L,Beverages,81,65,61,16,20
2023-12-31,Store_Delhi,Coca Cola 2L,Beverages,90,64,62,26,28
2024-01-01,Store_Delhi,Coca Cola 2L,Beverages,47,49,48,2,1
2023-10-02,Store_Delhi,Cooking Oil 1L,Groceries,72,56,50,16,22
2023-10-03,Store_Delhi,Cooking Oil 1L,Groceries,21,50,50,29,29
2023-10-04,Store_Delhi,Cooking Oil 1L,Groceries,71,52,50,19,21
2023-10-05,Store_Delhi,Cooking Oil 1L,Groceries,43,52,50,9,7
2023-10-06,Store_Delhi,Cooking Oil 1L,Groceries,50,51,50,1,0
2023-10-07,Store_Delhi,Cooking Oil 1L,Groceries,64,63,61,1,3
2023-10-08,Store_Delhi,Cooking Oil 1L,Groceries,66,62,60,4,6
2023-10-09,Store_Delhi,Cooking Oil 1L,Groceries,90,52,49,38,41
2023-10-10,Store_Delhi,Cooking Oil 1L,Groceries,132,49,49,83,83
2023-10-11,Store_Delhi,Cooking Oil 1L,Groceries,33,49,50,16,17
2023-10-12,Store_Delhi,Cooking Oil 1L,Groceries,32,51,49,19,17
2023-10-13,Store_Delhi,Cooking Oil 1L,Groceries,17,53,49,36,32
2023-10-14,Store_Delhi,Cooking Oil 1L,Groceries,98,73,68,25,30
2023-10-15,Store_Delhi,Cooking Oil 1L,Groceries,47,66,67,19,20
2023-10-16,Store_Delhi,Cooking Oil 1L,Groceries,63,54,52,9,11
2023-10-17,Store_Delhi,Cooking Oil 1L,Groceries,66,56,54,10,12
2023-10-18,Store_Delhi,Cooking Oil 1L,Groceries,108,52,50,56,58
2023-10-19,Store_Delhi,Cooking Oil 1L,Groceries,106,56,54,50,52
2023-10-20,Store_Delhi,Cooking Oil 1L,Groceries,84,54,56,30,28
2023-10-21,Store_Delhi,Cooking Oil 1L,Groceries,37,72,76,35,39
2023-10-22,Store_Delhi,Cooking Oil 1L,Groceries,12,80,80,68,68
2023-10-23,Store_Delhi,Cooking Oil 1L,Groceries,57,52,53,5,4
2023-10-24,Store_Delhi,Cooking Oil 1L,Groceries,23,58,58,35,35
2023-10-25,Store_Delhi,Cooking Oil 1L,Groceries,25,58,53,33,28
2023-10-26,Store_Delhi,Cooking Oil 1L,Groceries,18,57,52,39,34
2023-10-27,Store_Delhi,Cooking Oil 1L,Groceries,9,54,52,45,43
2023-10-28,Store_Delhi,Cooking Oil 1L,Groceries,117,74,70,43,47
2023-10-29,Store_Delhi,Cooking Oil 1L,Groceries,99,71,72,28,27
2023-10-30,Store_Delhi,Cooking Oil 1L,Groceries,54,59,57,5,3
2023-10-31,Store_Delhi,Cooking Oil 1L,Groceries,97,62,59,35,38
2023-11-01,Store_Delhi,Cooking Oil 1L,Groceries,49,60,58,11,9
2023-11-02,Store_Delhi,Cooking Oil 1L,Groceries,93,61,59,32,34
2023-11-03,Store_Delhi,Cooking Oil 1L,Groceries,51,60,60,9,9
2023-11-04,Store_Delhi,Cooking Oil 1L,Groceries,122,72,70,50,52
2023-11-05,Store_Delhi,Cooking Oil 1L,Groceries,86,74,69,12,17
2023-11-06,Store_Delhi,Cooking Oil 1L,Groceries,112,63,61,49,51
2023-11-07,Store_Delhi,Cooking Oil 1L,Groceries,20,69,65,49,45
2023-11-08,Store_Delhi,Cooking Oil 1L,Groceries,27,71,66,44,39
2023-11-09,Store_Delhi,Cooking Oil 1L,Groceries,71,71,66,0,5
2023-11-10,Store_Delhi,Cooking Oil 1L,Groceries,82,67,64,15,18
2023-11-11,Store_Delhi,Cooking Oil 1L,Groceries,75,74,77,1,2
2023-11-12,Store_Delhi,Cooking Oil 1L,Groceries,114,80,84,34,30
2023-11-13,Store_Delhi,Cooking Oil 1L,Groceries,56,71,69,15,13
2023-11-14,Store_Delhi,Cooking Oil 1L,Groceries,60,63,64,3,4
2023-11-15,Store_Delhi,Cooking Oil 1L,Groceries,63,65,62,2,1
2023-11-16,Store_Delhi,Cooking Oil 1L,Groceries,30,65,60,35,30
2023-11-17,Store_Delhi,Cooking Oil 1L,Groceries,70,65,59,5,11
2023-11-18,Store_Delhi,Cooking Oil 1L,Groceries,82,82,81,0,1
2023-11-19,Store_Delhi,Cooking Oil 1L,Groceries,141,75,75,66,66
2023-11-20,Store_Delhi,Cooking Oil 1L,Groceries,25,71,63,46,38
2023-11-21,Store_Delhi,Cooking Oil 1L,Groceries,94,68,63,26,31
2023-11-22,Store_Delhi,Cooking Oil 1L,Groceries,112,67,62,45,50
2023-11-23,Store_Delhi,Cooking Oil 1L,Groceries,135,66,71,69,64
2023-11-24,Store_Delhi,Cooking Oil 1L,Groceries,22,75,72,53,50
2023-11-25,Store_Delhi,Cooking Oil 1L,Groceries,134,84,85,50,49
2023-11-26,Store_Delhi,Cooking Oil 1L,Groceries,34,79,88,45,54
2023-11-27,Store_Delhi,Cooking Oil 1L,Groceries,35,75,72,40,37
2023-11-28,Store_Delhi,Cooking Oil 1L,Groceries,106,67,67,39,39
2023-11-29,Store_Delhi,Cooking Oil 1L,Groceries,78,69,71,9,7
2023-11-30,Store_Delhi,Cooking Oil 1L,Groceries,104,62,70,42,34
2023-12-01,Store_Delhi,Cooking Oil 1L,Groceries,38,51,59,13,21
2023-12-02,Store_Delhi,Cooking Oil 1L,Groceries,47,58,68,11,21
2023-12-03,Store_Delhi,Cooking Oil 1L,Groceries,70,61,66,9,4
2023-12-04,Store_Delhi,Cooking Oil 1L,Groceries,41,54,61,13,20
2023-12-05,Store_Delhi,Cooking Oil 1L,Groceries,51,57,63,6,12
2023-12-06,Store_Delhi,Cooking Oil 1L,Groceries,65,54,54,11,11
2023-12-07,Store_Delhi,Cooking Oil 1L,Groceries,39,51,53,12,14
2023-12-08,Store_Delhi,Cooking Oil 1L,Groceries,19,51,50,32,31
2023-12-09,Store_Delhi,Cooking Oil 1L,Groceries,32,57,64,25,32
2023-12-10,Store_Delhi,Cooking Oil 1L,Groceries,31,62,59,31,28
2023-12-11,Store_Delhi,Cooking Oil 1L,Groceries,52,47,48,5,4
2023-12-12,Store_Delhi,Cooking Oil 1L,Groceries,51,50,47,1,4
2023-12-13,Store_Delhi,Cooking Oil 1L,Groceries,17,46,47,29,30
2023-12-14,Store_Delhi,Cooking Oil 1L,Groceries,16,59,50,43,34
2023-12-15,Store_Delhi,Cooking Oil 1L,Groceries,31,48,49,17,18
2023-12-16,Store_Delhi,Cooking Oil 1L,Groceries,106,64,62,42,44
2023-12-17,Store_Delhi,Cooking Oil 1L,Groceries,39,57,56,18,17
2023-12-18,Store_Delhi,Cooking Oil 1L,Groceries,21,45,49,24,28
2023-12-19,Store_Delhi,Cooking Oil 1L,Groceries,38,37,45,1,7
2023-12-20,Store_Delhi,Cooking Oil 1L,Groceries,20,41,46,21,26
2023-12-21,Store_Delhi,Cooking Oil 1L,Groceries,55,45,47,10,8
2023-12-22,Store_Delhi,Cooking Oil 1L,Groceries,77,49,47,28,30
2023-12-23,Store_Delhi,Cooking Oil 1L,Groceries,21,66,64,45,43
2023-12-24,Store_Delhi,Cooking Oil 1L,Groceries,81,59,63,22,18
2023-12-25,Store_Delhi,Cooking Oil 1L,Groceries,26,41,47,15,21
2023-12-26,Store_Delhi,Cooking Oil 1L,Groceries,42,46,47,4,5
2023-12-27,Store_Delhi,Cooking Oil 1L,Groceries,64,43,46,21,18
2023-12-28,Store_Delhi,Cooking Oil 1L,Groceries,47,45,46,2,1
2023-12-29,Store_Delhi,Cooking Oil 1L,Groceries,43,45,46,2,3
2023-12-30,Store_Delhi,Cooking Oil 1L,Groceries,66,62,60,4,6
2023-12-31,Store_Delhi,Cooking Oil 1L,Groceries,72,62,60,10,12
2024-01-01,Store_Delhi,Cooking Oil 1L,Groceries,84,50,48,34,36
2023-10-02,Store_Delhi,Curd 500g,Dairy,15,46,47,31,32
2023-10-03,Store_Delhi,Curd 500g,Dairy,24,46,47,22,23
2023-10-04,Store_Delhi,Curd 500g,Dairy,58,47,47,11,11
2023-10-05,Store_Delhi,Curd 500g,Dairy,64,46,47,18,17
2023-10-06,Store_Delhi,Curd 500g,Dairy,29,46,47,17,18
2023-10-07,Store_Delhi,Curd 500g,Dairy,40,61,61,21,21
2023-10-08,Store_Delhi,Curd 500g,Dairy,111,61,62,50,49
2023-10-09,Store_Delhi,Curd 500g,Dairy,54,46,47,8,7
2023-10-10,Store_Delhi,Curd 500g,Dairy,25,46,47,21,22
2023-10-11,Store_Delhi,Curd 500g,Dairy,72,44,46,28,26
2023-10-12,Store_Delhi,Curd 500g,Dairy,43,46,46,3,3
2023-10-13,Store_Delhi,Curd 500g,Dairy,37,45,46,8,9
2023-10-14,Store_Delhi,Curd 500g,Dairy,108,60,61,48,47
2023-10-15,Store_Delhi,Curd 500g,Dairy,62,60,62,2,0
2023-10-16,Store_Delhi,Curd 500g,Dairy,75,47,46,28,29
2023-10-17,Store_Delhi,Curd 500g,Dairy,28,47,47,19,19
2023-10-18,Store_Delhi,Curd 500g,Dairy,8,47,46,39,38
2023-10-19,Store_Delhi,Curd 500g,Dairy,41,47,47,6,6
2023-10-20,Store_Delhi,Curd 500g,Dairy,51,47,46,4,5
2023-10-21,Store_Delhi,Curd 500g,Dairy,45,61,62,16,17
2023-10-22,Store_Delhi,Curd 500g,Dairy,29,66,60,37,31
2023-10-23,Store_Delhi,Curd 500g,Dairy,38,46,46,8,8
2023-10-24,Store_Delhi,Curd 500g,Dairy,83,46,46,37,37
2023-10-25,Store_Delhi,Curd 500g,Dairy,68,45,46,23,22
2023-10-26,Store_Delhi,Curd 500g,Dairy,81,46,46,35,35
2023-10-27,Store_Delhi,Curd 500g,Dairy,60,46,46,14,14
2023-10-28,Store_Delhi,Curd 500g,Dairy,93,62,62,31,31
2023-10-29,Store_Delhi,Curd 500g,Dairy,83,61,62,22,21
2023-10-30,Store_Delhi,Curd 500g,Dairy,45,46,46,1,1
2023-10-31,Store_Delhi,Curd 500g,Dairy,27,46,46,19,19
2023-11-01,Store_Delhi,Curd 500g,Dairy,69,44,46,25,23
2023-11-02,Store_Delhi,Curd 500g,Dairy,41,44,46,3,5
2023-11-03,Store_Delhi,Curd 500g,Dairy,45,45,46,0,1
2023-11-04,Store_Delhi,Curd 500g,Dairy,39,60,61,21,22
2023-11-05,Store_Delhi,Curd 500g,Dairy,50,58,60,8,10
2023-11-06,Store_Delhi,Curd 500g,Dairy,26,45,46,19,20
2023-11-07,Store_Delhi,Curd 500g,Dairy,31,50,46,19,15
2023-11-08,Store_Delhi,Curd 500g,Dairy,21,45,46,24,25
2023-11-09,Store_Delhi,Curd 500g,Dairy,94,46,46,48,48
2023-11-10,Store_Delhi,Curd 500g,Dairy,21,45,46,24,25
2023-11-11,Store_Delhi,Curd 500g,Dairy,39,60,61,21,22
2023-11-12,Store_Delhi,Curd 500g,Dairy,79,59,60,20,19
2023-11-13,Store_Delhi,Curd 500g,Dairy,24,47,46,23,22
2023-11-14,Store_Delhi,Curd 500g,Dairy,23,45,46,22,23
2023-11-15,Store_Delhi,Curd 500g,Dairy,69,46,46,23,23
2023-11-16,Store_Delhi,Curd 500g,Dairy,45,46,46,1,1
2023-11-17,Store_Delhi,Curd 500g,Dairy,12,45,46,33,34
